Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE4823	"Comparison of normal breast epithelium and stroma from reduction and I.D.C. cases"	"Expression profiling by array"	"Homo sapiens"	132		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4823/suppl"	17054791		"Greg Finak"	"Oct 20, 2006"
GSE6015	"Genome-wide mapping of Polycomb target genes unravels their roles in cell fate transitions"	"Expression profiling by array"	"Homo sapiens"	15	GDS2445	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6015/suppl"	16618801		"Adrian P. Bracken"	"Oct 20, 2006"
GSE6075	"E6 in HOK/Bmi-1 cells"	"Expression profiling by array"	"Homo sapiens"	3		"CEL;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6075/suppl"			"Reuben Han-Kyu Kim"	"Oct 20, 2006"
GSE6059	"Gene expression profiling reveals stromal genes expressed in common between Barrett's esophagus and adenocarcinoma."	"Expression profiling by array"	"Homo sapiens"	48				16952561		"Stanford Microarray Database (SMD)"	"Oct 18, 2006"
GSE4554	"Gene expression signature of colorectal cancer with microsatellite instability."	"Expression profiling by array"	"Homo sapiens"	84				17047040		"Toshiaki Watanabe"	"Oct 17, 2006"
GSE4914	"RNAi analysis of the FBP transactivator family"	"Expression profiling by array"	"Homo sapiens"	6	GDS2573	"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4914/suppl"	16914741		"David Levens"	"Oct 17, 2006"
GSE5445	"Human Heterochromatin Proteins form Large Domains Containing KRAB-ZNF Genes"	"Expression profiling by genome tiling array"	"Homo sapiens;Mus musculus"	34		"TIFF;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5445/suppl"	17038565		"Bas van Steensel"	"Oct 16, 2006"
GSE5549	"Modulation of gene expression in a human cell line caused by poliovirus, vacciniavirus and interferon"	"Expression profiling by array"	"Homo sapiens"	7		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5549/suppl"	17338811		"Bjorn Grinde"	"Oct 16, 2006"
GSE6021	"Immunoprecipitation of PTB65 associated mRNAs"	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6021/suppl"	17137510		"Margarida Gama-Carvalho"	"Oct 14, 2006"
GSE6022	"Immunoprecipitation of U2AF65 associated mRNAs"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6022/suppl"	17137510		"Margarida Gama-Carvalho"	"Oct 14, 2006"
GSE4226	"Alzheimer Disease peripheral blood mononuclear cell expression"	"Expression profiling by array"	"Homo sapiens"	28	GDS2601			16979800;19366883		"Olivier Charles Maes"	"Oct 13, 2006"
GSE6012	"Skin biopsies from atopic eczema and healthy controls"	"Expression profiling by array"	"Homo sapiens"	20				16918518;19216740		"Mikael Benson"	"Oct 13, 2006"
GSE6023	"Expression data of testis biopsies obtained from men with spermatogenic impairment"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6023/suppl"			"Andrej-Nikolai Spiess"	"Oct 13, 2006"
GSE3421	"cDNA microarray analysis of human keratinocytes irradiated by ELF-EMF"	"Expression profiling by array"	"Homo sapiens"	11		"PDF"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3421/suppl"			"ChengWei Chang"	"Oct 12, 2006"
GSE4453	"Androgen receptor coregulators baseline comparisons"	"Expression profiling by array"	"Homo sapiens"	26				16932916		"Paul-Martin Holterhus"	"Oct 12, 2006"
GSE4454	"Androgen receptor-coregulators hormone responsiveness LNCaP / GSF"	"Expression profiling by array"	"Homo sapiens"	24				16932916		"Paul-Martin Holterhus"	"Oct 12, 2006"
GSE4456	"Androgen receptor coregulators"	"Expression profiling by array"	"Homo sapiens"	34				16932916		"Paul-Martin Holterhus"	"Oct 12, 2006"
GSE6010	"High-resolution comparative genome hybridization survey of healthy individuals (chromosome 22)"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6010/suppl"	17551006		"Jan Oliver Korbel"	"Oct 12, 2006"
GSE2735	"ENCODE: two phosphorylation states of RNAP II ChIP-chip from HeLa cells"	"Expression profiling by array;Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	18		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE2nnn/GSE2735/suppl"	16086846		"Alexander Brodsky"	"Oct 11, 2006"
GSE6004	"Gene Expression and Functional Evidence of Epithelial-to-Mesenchymal Transition in Papillary Thyroid Cancer Invasion    "	"Expression profiling by array"	"Homo sapiens"	18		"CEL;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6004/suppl"	17296934		"Sandya Liyanarachchi"	"Oct 11, 2006"
GSE6014	"A Mitochondria-K+ Channel Axis Is Suppressed in Cancer & Its Normalization Promotes Apoptosis and Inhibits Cancer Growth"	"Expression profiling by array"	"Homo sapiens"	4	GDS2444	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6014/suppl"	17222789		"Ontario Genomics Innovation Centre (OGIC)"	"Oct 11, 2006"
GSE5951	"Tumor and Non Tumor Associated Skin Fibroblasts"	"Expression profiling by array"	"Homo sapiens"	10				17003113		"Stanford Microarray Database (SMD)"	"Oct 10, 2006"
GSE5966	"NB4 cells treated with lethal toxin"	"Expression profiling by array"	"Homo sapiens"	4		"TIFF;XML"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5966/suppl"	18625197		"Hans-Joachim Mollenkopf"	"Oct 07, 2006"
GSE5983	"Tissue profiling of phosphodiesterases"	"Expression profiling by array"	"Homo sapiens"	25				16987497		"Jonathan L Bingham"	"Oct 07, 2006"
GSE3410	"IM CD34+ progenitors cells"	"Expression profiling by array"	"Homo sapiens"	6	GDS2397			16990584		"Rossella Manfredini"	"Oct 06, 2006"
GSE5900	"Gene Expression of Bone Marrow Plasma Cells from Healthy Donors (N=22), MGUS (N=44), and Smoldering Myeloma (N=12)"	"Expression profiling by array"	"Homo sapiens"	78		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5900/suppl"	17023574;19965618		"Shaughnessy Jr. John"	"Oct 06, 2006"
GSE5502	"Basal Cell Carcinoma Tumor-derived Fibroblasts"	"Expression profiling by array"	"Homo sapiens"	10				17003113		"Julie B. Sneddon"	"Oct 05, 2006"
GSE5121	"Imiquimod treated Basal Cell Carcinoma"	"Expression profiling by array"	"Homo sapiens"	72				17222352		"Francesco Maria Marincola"	"Oct 04, 2006"
GSE5168	"CD34+ and Treatment with UTP and CXCL12"	"Expression profiling by array"	"Homo sapiens"	4	GDS2378			17008551		"Rossella Manfredini"	"Oct 04, 2006"
GSE5967	"Detection of cardiac allograft rejection and response to immunosuppressive therapy with peripheral blood gene expression"	"Expression profiling by array"	"Homo sapiens"	21	GDS2386	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5967/suppl"	15583081		"Thomas Cappola"	"Oct 04, 2006"
GSE4525	"EBNA-2 target genes"	"Expression profiling by array"	"Homo sapiens"	10	GDS2038			16973580		"Joerg Mages"	"Oct 03, 2006"
GSE5415	"hES cell FGF2 re-stimulation experiments"	"Expression profiling by array"	"Homo sapiens"	4	GDS2422	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5415/suppl"	17038665		"Boris Greber"	"Oct 03, 2006"
GSE5416	"Comparative transcriptome analysis of four cell lines"	"Expression profiling by array"	"Homo sapiens"	4	GDS2423	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5416/suppl"	17038665		"Boris Greber"	"Oct 03, 2006"
GSE5418	"Gene Expression Analysis in Malaria Infection"	"Expression profiling by array"	"Homo sapiens"	71	GDS2362	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5418/suppl"	16988231		"Maryanne Vahey"	"Oct 01, 2006"
GSE5519	"Expression data from H157 non-small cell lung carcinoma cells with and without DJ-1 expression knocked-down"	"Expression profiling by array"	"Homo sapiens"	5	GDS2358			17015834		"Casey M Clements"	"Oct 01, 2006"
GSE5667	"Transcription data from Normal Skin and Nonlesional and Lesional Atopic Dermatitis/Eczema Skin"	"Expression profiling by array"	"Homo sapiens"	34	GDS2381;GDS2382	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5667/suppl"	17181634;20625511		"Douglas A Plager"	"Oct 01, 2006"
GSE5774	"Gene Expression Profiling of Familial and Sporadic Cases of Interstitial Pneumonia "	"Expression profiling by array"	"Homo sapiens"	70		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5774/suppl"	16998095		"Ivana V Yang"	"Oct 01, 2006"
GSE5787	"Survey of Intra- and Inter-Tumour Heterogeneity of Gene Expression in Cervical Cancer"	"Expression profiling by array"	"Homo sapiens"	33	GDS2416	"CEL;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5787/suppl"	17020965		"Paul C Boutros"	"Oct 01, 2006"
GSE5013	"Global variation of copy number in the human genome_EA"	"Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	612		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5013/suppl"	17122850		"Fan Shen"	"Sep 30, 2006"
GSE5173	"Global variation of copy number in the human genome_COMM"	"Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	552		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5173/suppl"	17122850		"Fan Shen"	"Sep 30, 2006"
GSE5823	"Effects of RNA interference-mediated c-MYC depletion on gene expression profiles in human cancer cell lines"	"Expression profiling by array"	"Homo sapiens"	20	GDS2526	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5823/suppl"	17159920		"David CAPPELLEN"	"Sep 28, 2006"
GSE4698	"Molecular characterization of very early relapsed childhood ALL"	"Expression profiling by array"	"Homo sapiens"	60		"CEL;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4698/suppl"	16899601		"Renate Kirschner-Schwabe"	"Sep 27, 2006"
GSE5258	"Connectivity Map dataset (build01)"	"Expression profiling by array"	"Homo sapiens"	564		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5258/suppl"	17008526;17010675		"Justin Lamb"	"Sep 27, 2006"
GSE4913	"Gene expression profiling of primary breast carcinomas from patients at high risk for local recurrence"	"Expression profiling by array"	"Homo sapiens"	59	GDS2415	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4913/suppl"	17020974		"Bas Kreike"	"Sep 24, 2006"
GSE5590	"Profiling of zinc altered gene expression in human prostate normal (HPR-1) and malignant (PC-3) cells"	"Expression profiling by array"	"Homo sapiens"	8	GDS3095					"Shufei Lin"	"Sep 24, 2006"
GSE4392	"Expression data from native ZAP-70+CD38+ vs. ZAP-70-CD38- CLL cells"	"Expression profiling by array"	"Homo sapiens"	16	GDS2501			16932341		"Ludger Klein-Hitpass"	"Sep 22, 2006"
GSE5892	"Gene expression profile of human lung cell line (A549) treated with 2mM 59cobalt chloride during 30mn, 2h, 4h and 24h"	"Expression profiling by array"	"Homo sapiens"	30						"Bérenguer Frédéric"	"Sep 22, 2006"
GSE5856	"Targets of pharmacological histone deacetylase inhibition in human umbilical vein endothelial cells"	"Expression profiling by array"	"Homo sapiens"	6	GDS2452	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5856/suppl"			"Philip A. Marsden"	"Sep 20, 2006"
GSE5679	"Comparative gene expression profile of PPARg and RARa ligand treated human dendritic cells"	"Expression profiling by array"	"Homo sapiens"	11	GDS2453	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5679/suppl"	16982809		"Istvan Szatmari"	"Sep 19, 2006"
GSE5809	"Decidual stromal cell response to paracrine signals from the trophoblast"	"Expression profiling by array"	"Homo sapiens"	14	GDS2414	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5809/suppl"	17021345		"Said Talbi"	"Sep 18, 2006"
GSE5833	"Human Leukocytes SAGE"	"Expression profiling by SAGE"	"Homo sapiens"	12				10419873		"Shinichi Hashimoto"	"Sep 16, 2006"
GSE4485	"Global expression profiling of airway epithelial cells infected with Pseudomonas aeruginosa and the rsmA mutant"	"Expression profiling by array"	"Homo sapiens"	6	GDS2287	"CEL;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4485/suppl"	16988269		"Fergal O'Gara"	"Sep 15, 2006"
GSE4805	"MCT-1 enhances translation"	"Expression profiling by array"	"Homo sapiens"	6				16982740		"Ronald B Gartenhaus"	"Sep 15, 2006"
GSE5580	"Cell Specific Expression & Pathway Analyses Reveal Novel Alterations in Trauma-Related Human T-Cell & Monocyte Pathways "	"Expression profiling by array"	"Homo sapiens"	42		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5580/suppl"	17032758		"Wenzhong Xiao, Inflammation & the Host Response to Injury"	"Sep 15, 2006"
GSE5681	"Aplidin synergizes with cytosine arabinoside: functional relevance of mitochondria in Aplidin-induced cytotoxicity"	"Expression profiling by array"	"Homo sapiens"	14	GDS2295	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5681/suppl"	17713546		"Pravin Mishra"	"Sep 15, 2006"
GSE5820	"Gene expression-based chemical genomics identifies rapamycin as a modulator of MCL-1 and glucocorticoid resistance "	"Expression profiling by array"	"Homo sapiens"	29	GDS2493			17010674		"Scott A. Armstrong"	"Sep 14, 2006"
GSE5821	"Rapamycin treatment of CEM_C1 cells 24 hours"	"Expression profiling by array"	"Homo sapiens"	6				17010674		"Scott A. Armstrong"	"Sep 14, 2006"
GSE5822	"Rapamycin treated CEM-C1 cells 3 hours"	"Expression profiling by array"	"Homo sapiens"	6				17010674		"Scott A. Armstrong"	"Sep 14, 2006"
GSE5824	"Identification of rapamycin as a glucocorticoid resistance reversal agent"	"Expression profiling by array"	"Homo sapiens"	38	GDS2494			17010674		"Scott A. Armstrong"	"Sep 14, 2006"
GSE5812	"Gene expression profile of idiopathic thrombocytopenic purpura (ITP)"	"Expression profiling by array"	"Homo sapiens"	10				16933260		"Stanford Microarray Database (SMD)"	"Sep 12, 2006"
GSE5814	"Widespread siRNA ""off-target"" transcript silencing mediated by seed region sequence complementarity"	"Expression profiling by array"	"Homo sapiens"	68				16682560		"Aimee Jackson"	"Sep 12, 2006"
GSE4708	"Fibroblasts transcriptome altered by breast cell lines"	"Expression profiling by array"	"Homo sapiens"	102						"Renato David Puga"	"Sep 10, 2006"
GSE4747	"Somatic Activation of KIT in Distinct Subtypes of Melanoma"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	16		"TIFF;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4747/suppl"	16908931		"Boris Bastian"	"Sep 09, 2006"
GSE5792	"Mild exercise training favorably modulates gene expression in human skeletal muscle"	"Expression profiling by SAGE"	"Homo sapiens"	5						"Yuichiro Nishida"	"Sep 09, 2006"
GSE4532	"Cross-hybridization comparison between cRNA target and cDNA target"	"Expression profiling by array"	"Homo sapiens"	12		"CEL;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4532/suppl"	16964210		"Aron C Eklund"	"Sep 08, 2006"
GSE5350	"MicroArray Quality Control (MAQC) Project"	"Expression profiling by array;Expression profiling by RT-PCR"	"Homo sapiens;Rattus norvegicus"	943		"CEL;CSV;GPR;LSR;PDF;TXT;ZIP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5350/suppl"	16964229;20946593;25150837;25633159		"Leming Shi"	"Sep 08, 2006"
GSE5665	"MDA-MB-435 Cells treated with 2-methoxyestradiol versus control DMSO"	"Expression profiling by array"	"Homo sapiens"	10				17234781		"Nancy DeMore"	"Sep 08, 2006"
GSE5769	"Position-specific chemical modification of siRNAs reduces ""off-target"" transcript silencing"	"Expression profiling by array"	"Homo sapiens"	61				16682562		"Aimee Jackson"	"Sep 07, 2006"
GSE3446	"Gene expression profiles of primary tumors from patients with metastatic neuroblastoma lacking MYCN amplification"	"Expression profiling by array"	"Homo sapiens"	234				16954472		"Shahab Asgharzadeh"	"Sep 06, 2006"
GSE3606	"Gene expression profiles in white blood cells in response to exercise"	"Expression profiling by array"	"Homo sapiens"	20	GDS2310			16990507		"Sandy Mosig"	"Sep 06, 2006"
GSE4991	"Gene expression of disseminated neuroblastoma"	"Expression profiling by SAGE"	"Homo sapiens"	9				16951229		"Matthias Fischer"	"Sep 06, 2006"
GSE5405	"Estrogen Receptor binding site mapping by ChIP-on-chip"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	4						"Vinsensius B Vega"	"Sep 05, 2006"
GSE5406	"Human ischemic cardiomyopathy, idiopathic cardiomyopathy, and nonfailing controls"	"Expression profiling by array"	"Homo sapiens"	210				16952980		"Thomas Cappola"	"Sep 04, 2006"
GSE4246	"Analysis of transcripts regulated by Dicer and Argonaute proteins in human HEK-293 cells"	"Expression profiling by array"	"Homo sapiens"	38				16971455		"Daniela Schmitter"	"Sep 01, 2006"
GSE4646	"Signaling of Neisseria meningitidis MC58 mutants to primary human umbilical vein endothelial cells (HUVEC)"	"Expression profiling by array"	"Homo sapiens"	23	GDS2332;GDS2333	"CEL;ZIP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4646/suppl"	16958858		"Marek Basler"	"Sep 01, 2006"
GSE4886	"FAIRE performed in human foreskin fibroblast cells"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	4				17179217;17571346		"Jason D Lieb"	"Sep 01, 2006"
GSE5251	"Improvements in sample preparation for ChIP-chip assays"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	6				17140114		"Victor X Jin"	"Sep 01, 2006"
GSE5347	"High Resolution Copy Number Analysis of Paraffin Embedded Archival Tissue Using SNP BeadArrays"	"Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	63		"CEL;GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5347/suppl"	17267813		"Jan Oosting"	"Sep 01, 2006"
GSE5505	"LNCaP cells treated with celastrol or vehicle for 6h"	"Expression profiling by array"	"Homo sapiens"	5				17010675		"Haley Hieronymus"	"Sep 01, 2006"
GSE5506	"LNCaP cells treated with gedunin or vehicle for 6h"	"Expression profiling by array"	"Homo sapiens"	6				17010675		"Haley Hieronymus"	"Sep 01, 2006"
GSE5507	"Androgen-starved LNCaP cells treated with celastrol and androgen, androgen alone, or vehicle alone for 24h"	"Expression profiling by array"	"Homo sapiens"	9				17010675		"Haley Hieronymus"	"Sep 01, 2006"
GSE5508	"Androgen-starved LNCaP cells treated with gedunin and androgen, androgen alone, or vehicle alone for 24h"	"Expression profiling by array"	"Homo sapiens"	9				17010675		"Haley Hieronymus"	"Sep 01, 2006"
GSE5741	"Expression data from ARPE-19 cells treated with LDL or ox-LDL"	"Expression profiling by array"	"Homo sapiens"	9	GDS2307	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5741/suppl"	18182060		"Yanqin Yang"	"Sep 01, 2006"
GSE3701	"Growth Hormone Doping Detection"	"Expression profiling by array"	"Homo sapiens"	45		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3701/suppl"			"René Stempfer"	"Aug 31, 2006"
GSE4342	"Gefitinib sensitivity in NSCLC cell lines"	"Expression profiling by array"	"Homo sapiens"	63	GDS2297;GDS2298			16877703		"Christopher D Coldren"	"Aug 31, 2006"
GSE5051	"Cross-Platform Array Comparative Genomic Hybridization (array CGH) Meta-Analysis"	"Genome variation profiling by array;Genome variation profiling by genome tiling array"	"Homo sapiens"	167				16936777		"Daoud Sie"	"Aug 29, 2006"
GSE5663	"Molecular Diagnostics in Sepsis: from Bedside to Bench"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	61		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5663/suppl"	17084318		"J Perren Cobb"	"Aug 29, 2006"
GSE4131	"Determination of myotube and myoblast expression levels"	"Expression profiling by array"	"Homo sapiens"	12		"CEL;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4131/suppl"	17868463		"Ontario Genomics Innovation Centre (OGIC)"	"Aug 28, 2006"
GSE4132	"Mapping of H4-acetylated chromatin modifications in differentiating human primary myoblasts"	"Genome binding/occupancy profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	9		"CEL;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4132/suppl"	17868463		"Ontario Genomics Innovation Centre (OGIC)"	"Aug 28, 2006"
